N,frame_id,mode,yolo_ran,refreshed,sim,iou,lost_counter,frame_ms
2,1,DETECT,1,1,,,0,73.658
2,2,TRACK,1,1,0.9866,0.9287,0,59.833
2,3,TRACK,0,0,0.9912,,0,10.257
2,4,TRACK,1,1,0.9892,0.9332,0,35.983
2,5,TRACK,0,0,0.9059,,0,10.752
2,6,TRACK,1,1,0.9068,0.8689,0,41.254
2,7,TRACK,0,0,0.9320,,0,13.443
2,8,TRACK,1,1,0.9271,0.9097,0,39.043
2,9,TRACK,0,0,0.8524,,0,9.467
2,10,TRACK,1,1,0.8524,0.8668,0,38.091
2,11,TRACK,0,0,0.8714,,0,12.395
2,12,TRACK,1,1,0.8697,0.9180,0,38.134
2,13,TRACK,0,0,0.9452,,0,17.013
2,14,TRACK,1,1,0.9507,0.8989,0,38.897
2,15,TRACK,0,0,0.9062,,0,16.286
2,16,TRACK,1,1,0.9083,0.8497,0,40.603
2,17,TRACK,0,0,0.9408,,0,15.146
2,18,TRACK,1,1,0.9425,0.8705,0,40.167
2,19,TRACK,0,0,0.9091,,0,14.321
2,20,TRACK,1,1,0.9057,0.8915,0,39.413
2,21,TRACK,0,0,0.9271,,0,10.378
2,22,TRACK,1,1,0.9298,0.8464,0,39.696
2,23,TRACK,0,0,0.9080,,0,14.355
2,24,TRACK,1,1,0.9070,0.9061,0,39.414
2,25,TRACK,0,0,0.8819,,0,17.028
2,26,TRACK,1,1,0.8801,0.9025,0,42.366
2,27,TRACK,0,0,0.9052,,0,12.217
2,28,TRACK,1,1,0.8952,0.8779,0,41.105
2,29,TRACK,0,0,0.9177,,0,13.416
2,30,TRACK,1,1,0.9094,0.8424,0,41.264
2,31,TRACK,0,0,0.9080,,0,15.462
2,32,TRACK,1,1,0.8964,0.8543,0,41.972
2,33,TRACK,0,0,0.9176,,0,14.266
2,34,TRACK,1,1,0.9206,0.8710,0,42.155
2,35,TRACK,0,0,0.8782,,0,13.190
2,36,TRACK,1,1,0.8739,0.8569,0,39.347
2,37,TRACK,0,0,0.8907,,0,15.140
2,38,TRACK,1,1,0.8885,0.9114,0,38.400
2,39,TRACK,0,0,0.9361,,0,10.823
2,40,TRACK,1,1,0.9325,0.8425,0,43.353
2,41,TRACK,0,0,0.9477,,0,11.806
2,42,TRACK,1,1,0.9498,0.8966,0,35.564
2,43,TRACK,0,0,0.9443,,0,12.735
2,44,TRACK,1,1,0.9332,0.8270,0,36.082
2,45,TRACK,0,0,0.8715,,0,12.995
2,46,TRACK,1,1,0.8708,0.9253,0,36.551
2,47,TRACK,0,0,0.9158,,0,11.863
2,48,TRACK,1,1,0.9085,0.8742,0,32.493
2,49,TRACK,0,0,0.8875,,0,17.365
2,50,TRACK,1,1,0.8819,0.9381,0,35.080
2,51,TRACK,0,0,0.9010,,0,13.167
2,52,TRACK,1,1,0.9046,0.9103,0,35.345
2,53,TRACK,0,0,0.9450,,0,12.651
2,54,TRACK,1,1,0.9422,0.9377,0,38.431
2,55,TRACK,0,0,0.8944,,0,10.027
2,56,TRACK,1,1,0.8988,0.9154,0,34.177
2,57,TRACK,0,0,0.9201,,0,14.206
2,58,TRACK,1,1,0.9197,0.8996,0,34.227
2,59,TRACK,0,0,0.9228,,0,14.049
2,60,TRACK,1,1,0.9228,0.9024,0,34.755
2,61,TRACK,0,0,0.9036,,0,14.205
2,62,TRACK,1,1,0.9019,0.9322,0,41.092
2,63,TRACK,0,0,0.8987,,0,13.841
2,64,TRACK,1,1,0.9013,0.9176,0,37.404
2,65,TRACK,0,0,0.9249,,0,11.167
2,66,TRACK,1,1,0.9252,0.9054,0,29.425
2,67,TRACK,0,0,0.9150,,0,12.108
2,68,TRACK,1,1,0.9169,0.9288,0,34.186
2,69,TRACK,0,0,0.9635,,0,14.050
2,70,TRACK,1,1,0.9617,0.9393,0,34.761
2,71,TRACK,0,0,0.8914,,0,14.409
2,72,TRACK,1,1,0.8926,0.8602,0,34.779
2,73,TRACK,0,0,0.9006,,0,13.775
2,74,TRACK,1,1,0.8977,0.9135,0,35.147
2,75,TRACK,0,0,0.8930,,0,13.568
2,76,TRACK,1,1,0.8917,0.9374,0,37.444
2,77,TRACK,0,0,0.9362,,0,12.916
2,78,TRACK,1,1,0.9362,0.9141,0,35.877
2,79,TRACK,0,0,0.9627,,0,11.340
2,80,TRACK,1,1,0.9644,0.9242,0,34.100
2,81,TRACK,0,0,0.8878,,0,13.933
2,82,TRACK,1,1,0.8869,0.9697,0,40.529
2,83,TRACK,0,0,0.8881,,0,14.778
2,84,TRACK,1,1,0.8886,0.8646,0,36.100
2,85,TRACK,0,0,0.9573,,0,12.062
2,86,TRACK,1,1,0.9565,0.9078,0,35.720
2,87,TRACK,0,0,0.8179,,0,14.358
2,88,TRACK,1,1,0.8208,0.9108,0,34.975
2,89,TRACK,0,0,0.9342,,0,12.962
2,90,TRACK,1,1,0.9351,0.9047,0,34.561
2,91,TRACK,0,0,0.9030,,0,20.416
2,92,TRACK,1,1,0.9056,0.8772,0,35.369
2,93,TRACK,0,0,0.8589,,0,13.137
2,94,TRACK,1,1,0.8576,0.8742,0,36.033
2,95,TRACK,0,0,0.9303,,0,8.904
2,96,TRACK,1,1,0.9237,0.9418,0,32.769
2,97,TRACK,0,0,0.9198,,0,13.420
2,98,TRACK,1,1,0.9215,0.8792,0,34.658
2,99,TRACK,0,0,0.8968,,0,13.255
2,100,TRACK,1,1,0.8894,0.8896,0,36.399
2,101,TRACK,0,0,0.8328,,0,12.941
2,102,TRACK,1,1,0.8309,0.8931,0,35.850
2,103,TRACK,0,0,0.8926,,0,14.357
2,104,TRACK,1,1,0.8914,0.9125,0,33.311
2,105,TRACK,0,0,0.8742,,0,14.198
2,106,TRACK,1,1,0.8795,0.9729,0,33.890
2,107,TRACK,0,0,0.8215,,0,14.651
2,108,TRACK,1,1,0.8221,0.9230,0,36.831
2,109,TRACK,0,0,0.9132,,0,10.213
2,110,TRACK,1,1,0.9112,0.9611,0,36.476
2,111,TRACK,0,0,0.8880,,0,12.113
2,112,TRACK,1,0,0.8828,,0,31.434
2,113,TRACK,0,0,0.8830,,0,11.774
2,114,TRACK,1,0,0.8857,,0,33.029
2,115,TRACK,0,0,0.8820,,0,9.242
2,116,TRACK,1,0,0.8827,,0,32.584
2,117,TRACK,0,0,0.8825,,0,11.785
2,118,TRACK,1,0,0.8827,,0,32.355
2,119,TRACK,0,0,0.8805,,0,13.525
2,120,TRACK,1,1,0.8777,0.8398,0,32.370
2,121,TRACK,0,0,0.8139,,0,14.066
2,122,TRACK,1,1,0.8150,0.9272,0,34.043
2,123,TRACK,0,0,0.8599,,0,8.258
2,124,TRACK,1,1,0.8557,0.9594,0,33.636
2,125,TRACK,0,0,0.8409,,0,7.591
2,126,TRACK,1,1,0.8397,0.9425,0,34.938
2,127,TRACK,0,0,0.8324,,0,14.278
2,128,TRACK,1,1,0.8278,0.9731,0,35.078
2,129,TRACK,0,0,0.8476,,0,12.832
2,130,TRACK,1,1,0.8447,0.9716,0,29.068
2,131,TRACK,0,0,0.8551,,0,13.212
2,132,TRACK,1,1,0.8536,0.9143,0,36.394
2,133,TRACK,0,0,0.7993,,0,11.877
2,134,TRACK,1,1,0.7952,0.9392,0,31.360
2,135,TRACK,0,0,0.8633,,0,10.045
2,136,TRACK,1,1,0.8598,0.9601,0,33.516
2,137,TRACK,0,0,0.8812,,0,8.815
2,138,TRACK,1,1,0.8828,0.9374,0,35.038
2,139,TRACK,0,0,0.9177,,0,12.684
2,140,TRACK,1,1,0.9166,0.9711,0,28.581
2,141,TRACK,0,0,0.8790,,0,12.916
2,142,TRACK,1,1,0.8757,0.9009,0,28.505
2,143,TRACK,0,0,0.8075,,0,7.909
2,144,TRACK,1,1,0.8029,0.9505,0,39.819
2,145,TRACK,0,0,0.9076,,0,7.577
2,146,TRACK,1,1,0.9094,0.9298,0,27.532
2,147,TRACK,0,0,0.9501,,0,13.534
2,148,TRACK,1,1,0.9468,0.9616,0,28.401
2,149,TRACK,0,0,0.9116,,0,7.766
2,150,TRACK,1,1,0.9138,0.9227,0,36.661
2,151,TRACK,0,0,0.8074,,0,13.231
2,152,TRACK,1,1,0.8034,0.9412,0,31.991
2,153,TRACK,0,0,0.9056,,0,7.319
2,154,TRACK,1,1,0.9066,0.9534,0,34.055
2,155,TRACK,0,0,0.9172,,0,7.947
2,156,TRACK,1,1,0.9133,0.9283,0,34.718
2,157,TRACK,0,0,0.8465,,0,13.883
2,158,TRACK,1,1,0.8452,0.8763,0,34.787
2,159,TRACK,0,0,0.9659,,0,13.646
2,160,TRACK,1,1,0.9639,0.9489,0,34.465
2,161,TRACK,0,0,0.8591,,0,13.997
2,162,TRACK,1,1,0.8602,0.8437,0,30.416
2,163,TRACK,0,0,0.7559,,0,11.908
2,164,TRACK,1,1,0.7554,0.9270,0,34.306
2,165,TRACK,0,0,0.9082,,0,13.929
2,166,TRACK,1,1,0.9077,0.8716,0,34.996
2,167,TRACK,0,0,0.9122,,0,15.431
2,168,TRACK,1,1,0.9061,0.9525,0,33.415
2,169,TRACK,0,0,0.8375,,0,13.327
2,170,TRACK,1,1,0.8378,0.8829,0,35.779
2,171,TRACK,0,0,0.8332,,0,13.837
2,172,TRACK,1,1,0.8284,0.8876,0,34.681
2,173,TRACK,0,0,0.8193,,0,15.992
2,174,TRACK,1,1,0.8164,0.9101,0,32.366
2,175,TRACK,0,0,0.9472,,0,12.796
2,176,TRACK,1,1,0.9393,0.9653,0,27.266
2,177,TRACK,0,0,0.8721,,0,7.571
2,178,TRACK,1,1,0.8706,0.9047,0,35.626
2,179,TRACK,0,0,0.8202,,0,13.745
2,180,TRACK,1,1,0.8136,0.9372,0,37.904
2,181,TRACK,0,0,0.9444,,0,10.285
2,182,TRACK,1,1,0.9407,0.9298,0,26.050
2,183,TRACK,0,0,0.8912,,0,8.895
2,184,TRACK,1,1,0.8873,0.9739,0,26.977
2,185,TRACK,0,0,0.8799,,0,7.278
2,186,TRACK,1,1,0.8808,0.9878,0,33.606
2,187,TRACK,0,0,0.8609,,0,8.305
2,188,TRACK,1,1,0.8602,0.9902,0,34.280
2,189,TRACK,0,0,0.8539,,0,14.148
2,190,TRACK,1,1,0.8525,0.9826,0,34.862
2,191,TRACK,0,0,0.8369,,0,14.160
2,192,TRACK,1,1,0.8309,0.9539,0,34.015
